10	0.07	http://advtime.ru/online/ruki/ruki.html	2	0.257727	0.0215909	0.171299	1	1	1	1	1	0	0	0	0	0	0	0.431373	0.935065	0.0208333	0.070824	1	0	0.313726	1	1	0	0.937724	0	1	0	0	0	0	0.0566038	0	0	1	0.73929	1	0.000505391	0.885819	0.000172727	0	0	0	0	0	0	0.153262	0.578118	0.222098	1
10	0	http://www.rukomos.ru	4	0.424438	0.164384	0.572649	1	1	0	1	0	0	1	0	0	0	0	0.360784	0.512195	0.0447049	0.0717587	1	1	0.321569	1	1	0	0.941214	0	1	0	0	0	0	0.275362	1	0.209302	1	0.391239	1	0.0143194	0.885819	0.00140996	0	0	0	0	0	0	0.357143	0.883721	0.820312	1
10	0	http://www.chtivo.ru/chtivo=3&bkid=776986.htm	21	0.345548	0.248034	0.0853067	1	1	0	1	0	0	1	0	0	0	0	0.6	0.5	0.114292	0.071371	1	0	0.396078	1	1	0	0.939218	0	1	0	0	0	0	0.0384615	0	0	1	0	0	0	0.885819	0.00224069	0	0	0	0	0	0	0.588235	0.444444	0.608696	1
10	0.61	http://www.irr.ru	29	0.946305	0.139752	0.429885	1	1	1	1	1	0	1	0	0	0	0	0.811765	0.75	0.119755	0.071636	0	1	0.541176	1	1	0	0.993828	0	1	0	0	0	0	0.509804	1	0.000398	1	1.5	1	0.417659	0.885819	0.00117792	0	0	0	0	0	0	0.52962	0.958103	0.885843	1
10	0.07	http://psizrk.agency-siam.ru	53	0.196257	0.0260823	0.273264	1	1	1	1	1	0	0	0	0	0	0	0	0.920635	0.031033	0.0712897	0	1	0.376471	1	1	0	0.430764	0	1	0	0	0	0	0.193548	1	0.222222	1	0.203434	1	0.00286388	0.885819	0.000208658	0	0	0	0	0	0	0.502672	0.842418	0.600313	1
10	0.14	http://www.feldshop.ru	58	0.939218	0.0660141	0.80556	1	1	0	1	1	0	0	0	0	1	0	0.419608	0.736842	0.0810752	0.0713506	0	1	0	0	1	0	0.970527	0	1	0	0	0	0	0.401198	1	0.00118	1	0.254872	1	0.133757	0.885819	0.000530303	0	0	0	0	0	0	0.462716	0.936499	0.840925	1
10	0.14	http://www.realty-photo.ru	59	0.803956	0.207336	0.129359	1	1	0	1	0	0	1	0	0	0	0	0.521569	0.444444	0.120192	0.071779	0	1	0.309804	1	1	0	0.964734	0	1	0	0	0	0	0.173554	1	0.011627	1	-0.0670183	1	0.0288073	0.885819	0.00182857	0	0	0	0	0	0	0.585296	0.824145	0.797551	1
13	0.07	http://www.advmaster.ru	5	0.549289	0.147518	0.771698	1	1	1	1	1	1	1	0	0	0	0	0.403922	0.428571	0.269231	0.156326	1	1	0.294118	1	1	0	0.945947	0	1	0	0	0	0	0.242424	1	0.105263	1	0.0233607	1	0.00943396	0	0.0195482	0	0	0	0	0	0	0.609447	0.864865	0.838451	1
13	0.14	http://www.adenstudio.ru	7	0.629547	0.0391234	0.905716	1	1	1	1	1	1	1	0	0	0	0	0.439216	0.83871	0.061849	0.156326	0	1	0.301961	1	1	0	0.950392	0	1	0	0	0	0	0.145299	1	0.014492	1	-0.190725	1	0.0114555	0	0.00489042	0	0	0	0	0	0	0.201342	0.774344	0.473275	1
13	0	http://www.FORMAreklama.ru	9	0.783975	0.0696787	0.503245	1	1	1	1	1	1	1	0	0	0	0	0.447059	0.821429	0.119755	0.156326	0	1	0.239216	1	1	0	0.960173	0	1	0	0	0	0	0.0566038	0	0.005649	1	0.375207	1	0.0296496	0	0.00877976	0	0	0	0	0	0	0.334762	0.545455	0.417545	1
13	0.14	http://www.demo-zal.ru	11	0.547256	0.201308	0.855695	1	1	1	1	1	1	1	0	0	0	0	0.431373	0.791667	0.296766	0.156326	0	1	0.337255	1	1	1	0.946249	0	1	0	0	0	0	0.494949	1	0.125	1	-0.379438	1	0.0200472	0	0.0276177	0	0	0	0	0	0	0.563019	0.946945	0.848179	1
13	0.14	http://www.vyveski.ru	16	0.371918	0.0603355	0.655564	1	1	1	1	1	1	1	0	0	0	0	0.337255	0.705882	0.0638112	0.156326	1	1	0.227451	1	1	0	0.939815	0	1	0	0	0	0	0.137931	0	0.222222	1	0.44393	1	0.00438005	0	0.00754194	0	0	0	0	0	0	0.248494	0.761905	0.581554	1
13	0.14	http://www.mediamaxima.ru/facility/setuppublicicity/4.php	19	0.289835	0.0723394	0.407647	1	1	1	1	1	1	1	0	0	0	0	0.443137	0.821429	0.134397	0.156326	0	0	0.290196	1	1	0	0.938234	0	1	0	1	0	0	0.224806	1	0.111111	1	0.479456	1	0.0074124	0	0.00913826	0	0	0	0	0	0	0.364739	0.853687	0.639276	1
13	0.14	http://viveska.info	22	0.817384	0.0540584	0.911831	1	1	1	1	1	0	1	0	0	0	0	0.454902	0.848485	0.122378	0.156326	0	1	0.34902	1	1	1	0.96294	0	1	0	0	0	0	0.242424	1	0.026845	1	-0.286256	1	0.0249326	0	0.00675731	0	0	0	0	0	0	0.326251	0.865946	0.619387	1
13	0.07	http://www.aksioma.ru	26	0.659733	0.0345238	0.583153	1	1	1	1	1	0	1	0	0	0	0	0.47451	0.791667	0.123252	0.156326	0	1	0.368627	1	1	1	0.952908	0	1	0	0	0	0	0.180328	1	0.03409	1	0.119975	1	0.0146563	0	0.00431548	0	0	0	0	0	0	0.360623	0.814815	0.615452	1
13	0.14	http://www.narugka.ru	31	0.607403	0.117771	0.937627	1	1	1	1	1	1	1	0	0	0	0	0.431373	0.958333	0.242133	0.156326	0	1	0.223529	1	1	0	0.949083	0	1	0	0	0	0	0.193548	1	0.208333	1	0.0506512	1	0.00791779	0	0.0152597	0	0	0	0	0	0	0.342764	0.827586	0.431265	1
13	0.035	http://www.smas.ru	35	0.485147	0.0480519	0.0122932	1	1	1	1	0	0	1	0	0	0	0	0.447059	0.761905	0.20083	0.156326	0	1	0	0	1	1	0.943839	0	1	0	0	0	0	0.107143	0	0.044444	1	-0.0558538	1	0.0074124	0	0.00600649	0	0	0	0	0	0	0.489833	0.705882	0.60427	1
